"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS7a","SBS7b","SBS7c","SBS7d","SBS12","SBS13","SBS16","SBS17a","SBS17b","SBS18","SBS22","SBS28","SBS29","SBS35","SBS38","SBS40","SBS41","SBS44"
"SBS96K",0.525901510244209,0.177424790309667,0.513581731376108,0.432656329761056,0.646364286202787,0.216740301160468,0.286383471419303,0.124279545480548,0.151489318475523,0.243128405201173,0.0679862237858879,0.253317860279526,0.0693059475928863,0.0392074038005049,0.486633607705142,0.0917997711318902,0.0703213339332734,0.669167915589787,0.39840491989891,0.128362678914283,0.550737815203639,0.248117992608341,0.459264338046516
"SBS96L",0.026591139878553,0.0581906554267242,0.493215199178998,0.122968245639898,0.697179095101098,0.0547113064207481,0.0940413924147797,0.211117254750137,0.380151974424779,0.976083389405657,0.0463380858621674,0.514601958322264,0.215524086395789,0.0179217687612551,0.0933712728205119,0.0973230091338825,0.025743833720984,0.0959712905401238,0.101429574746885,0.0367560314131894,0.442540035535709,0.416991539022306,0.370584792637022
"SBS96M",0.257753365490712,0.390660668183088,0.477934264712669,0.1663841146943,0.631514622007394,0.33800091121062,0.370455056108964,0.275937044118763,0.286530103658681,0.363736566565142,0.182844251382607,0.289100083931608,0.0798255670616524,0.0921455645182758,0.190102470242795,0.168253930853398,0.240992847529214,0.143315528778456,0.17390159852964,0.0572426783609084,0.578441337500376,0.716269420517869,0.413101445642119
"SBS96N",0.0600138054390258,0.0275869096602088,0.361323583612377,0.672381498701279,0.278124093575166,0.0304169787526437,0.041134245296954,0.0530472023440056,0.0548202239915435,0.0665446842258195,0.114459009999265,0.106501450041712,0.0273169708858632,0.0135977114646949,0.989502403605579,0.0385479545721792,0.017942883578579,0.792667991710467,0.306473422859148,0.428139209886659,0.497734213706862,0.0982948680481973,0.177063701359992
"SBS96O",0.0243485720251289,0.0589744759888045,0.331894856079113,0.123215255893135,0.263195169094878,0.0906762462513044,0.0994350849112239,0.997329530179163,0.201894756299024,0.222476110673863,0.0446179590165173,0.0971357696615571,0.140227543717295,0.0368303140111134,0.101288031248492,0.206951969624735,0.0849436299484814,0.0535995667976735,0.183020352319895,0.0427244911204269,0.376912724383329,0.568907825698314,0.20071206865694
"SBS96P",0.00869178403249959,0.00209005016306119,0.248992733510855,0.0529779698750485,0.209619255292978,0.00731648150504161,0.024402585627032,0.179187508920552,0.124413287140501,0.346830492151548,0.00611308623944495,0.0802984668921174,0.999768843962227,0.051126318280362,0.0303054933381234,0.0755385512938744,0.0259532229871844,0.0263624427882966,0.103065963581334,0.0167881778053279,0.198243953940351,0.0963105544659653,0.0898939697129169
"SBS96Q",0.0245403610534898,0.105247060783488,0.312590501390254,0.0983522717041023,0.390094570247188,0.274322186172835,0.302009547975086,0.206098256867738,0.962951500272273,0.419333849457241,0.0193458814110196,0.153480590738893,0.114707958931414,0.0167659243577399,0.101041921416645,0.0497943231910973,0.022805025767498,0.0575849517967507,0.0766059788352287,0.0643862983475161,0.326710335846664,0.266774437320117,0.193162570546698
"SBS96R",0.00808211983002538,0.0079698742933515,0.288310735317779,0.102329462323855,0.155531710370599,0.00862108474660062,0.0110555911424002,0.0428828849140407,0.0159365469062521,0.0230528530561631,0.998595951858646,0.0985111907763947,0.00633022005543438,0.00273752779787517,0.125529741855035,0.0131287869099297,0.00545191277150991,0.0694199648753865,0.129945007930235,0.0272987259503348,0.297227713749331,0.260635307573179,0.0338221315098537
"SBS96S",0.022423723865268,0.01318650050903,0.354531586397345,0.307017925288005,0.227805261706322,0.0194610181299159,0.0443601075416014,0.164492933621742,0.0503646528648651,0.11612607589914,0.0327201685592197,0.163430184945388,0.0897248750798462,0.0120532239069067,0.0906341559345477,0.982129455751883,0.0100859525647897,0.0704813609232959,0.510602095993981,0.0319444229332048,0.219956745306053,0.218851701640101,0.0866937053389948
"SBS96T",0.0244005874296201,0.00579907554468306,0.166782950181588,0.0396300726507925,0.177693245497488,0.00878457905260788,0.0220578295465829,0.110378628421118,0.0404165873221052,0.0466189167740358,0.0118289322215843,0.0840326661922192,0.0304307596600183,0.268395090910085,0.0714716392418654,0.0342949171258426,0.97981806864283,0.0424234401080223,0.0511402092536557,0.02942090694285,0.303770292115447,0.557503504210915,0.0902805520016705
