"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS7a","SBS7b","SBS7c","SBS7d","SBS12","SBS13","SBS16","SBS17a","SBS17b","SBS18","SBS22","SBS28","SBS29","SBS35","SBS38","SBS40","SBS41","SBS44"
"SBS96K",0.01452210825436,0.00122821571054743,0.103015616226078,0.0125077739285872,0.0944750592838208,0.00222921500576478,0.0052350005664179,0.0371003172603968,0.0126212949766241,0.0122538185925913,0.00263320577433723,0.0265202657201015,0.035386332560239,0.999142140849156,0.0324875308549265,0.0107192179080862,0.398730898733708,0.0113214970759115,0.0297807859026757,0.0213702796993447,0.176924609379619,0.153696468286145,0.0207208968869519
"SBS96L",0.0243324685430782,0.0470559776999405,0.493813209688136,0.12494885822294,0.697704039333284,0.0484315700653211,0.0972001275225944,0.207811128007762,0.376746569151106,0.973813884247265,0.0418604576522941,0.515394009148284,0.212328536161277,0.0162266185171251,0.0945967724990813,0.096212086710322,0.0236376496387836,0.0978654309248851,0.10430237032641,0.039792564642792,0.440847483454951,0.408741362708239,0.368678122509724
"SBS96M",0.0519753566307084,0.0152952765097507,0.358743083771998,0.670329996367965,0.271706926910235,0.0213020620683342,0.0372001806597163,0.0516886139796268,0.0524963332328987,0.063973218315277,0.114448793921201,0.103269276486516,0.0279251580918838,0.0153134012816148,0.988205412030831,0.0383294776590234,0.0176466082392264,0.791776483247588,0.3030163722813,0.424060949214995,0.492513881592638,0.0956406342129058,0.174487032077153
"SBS96N",0.236705496710735,0.054222980957396,0.463034101601476,0.210588405612568,0.728513082853933,0.128020903561387,0.216960246882013,0.0883200979066625,0.143568544419079,0.532016876526821,0.0681531101445636,0.882996993848132,0.188850891576065,0.0494599918073071,0.182122307323224,0.143284289431521,0.0445492845994986,0.217629493281675,0.213520193453989,0.0623926520224061,0.46160155106528,0.237412033934663,0.295897075667561
"SBS96O",0.0241182610145516,0.062172771975524,0.328849183006953,0.124356776888235,0.259065473167644,0.0909948765526297,0.0964297848434321,0.998572476452369,0.196647472278002,0.215814395253875,0.0436320244444818,0.0945258864362505,0.146392165217923,0.0358141517126875,0.101064646587016,0.204374175697293,0.085497519617084,0.0549171968861184,0.183800129659616,0.0440160943042915,0.3750331787125,0.553064338304216,0.196263814696078
"SBS96P",0.00799409275849983,0.00262354373947127,0.249808065794188,0.0530833371018312,0.21096448908721,0.00771857319039948,0.0243921209046969,0.178895400363169,0.125037686239309,0.348671129518812,0.00683710577280383,0.0810487129342344,0.999714590538069,0.0517757643445356,0.0306326748492105,0.075829224826559,0.0266135133677352,0.0263492462096364,0.102965779447065,0.0168365268043253,0.199196319927426,0.0972490815936119,0.0905273850655699
"SBS96Q",0.021675665375007,0.0888632524743571,0.309938310848296,0.0965752351716593,0.382726600258855,0.250840753119695,0.281687088739749,0.204536704775299,0.967882801937601,0.421290095366934,0.01921177838328,0.149487923222258,0.115377950011787,0.0167058105474216,0.0996937210836675,0.0492876751270955,0.0218310216186246,0.0566779868588584,0.0741545881822874,0.0632746628540385,0.319058505918509,0.26673807362765,0.195001224642511
"SBS96R",0.00766910187027214,0.00827599937677437,0.288624228660849,0.103851508466901,0.155853944725059,0.00810448577061185,0.0102441778131835,0.0426861826605603,0.0160218104644533,0.0232936546307744,0.999111710995008,0.0982822891392543,0.00642910173101452,0.00273838788757619,0.12735100696895,0.013380923921067,0.0055810528853194,0.0708276841048137,0.129754799793304,0.0275270149387921,0.298056742384987,0.259890870621974,0.0339250640688095
"SBS96S",0.0263355656991744,0.0150918708601572,0.359262656864486,0.310318455042309,0.234919217231998,0.0213471287782798,0.048297465500172,0.166078106859934,0.0554747655194641,0.12114130806249,0.0321108781648944,0.166114911331344,0.0937315156084675,0.0134668469096042,0.0984291215984092,0.979656547687607,0.0117341006832739,0.0740365821873655,0.51373037399153,0.031768655730902,0.227171809500464,0.222609845528155,0.0920133805499526
"SBS96T",0.1125587486862,0.0600394863201227,0.549067270135595,0.298498477412758,0.523884354894732,0.0813572498721337,0.13947142752132,0.393792848545753,0.258167381577656,0.3953818577418,0.261389104226565,0.28841159890682,0.0948127845240003,0.127900291748626,0.290477480460298,0.240010619541924,0.3475445705188,0.317819828942551,0.298233270227128,0.0977686504263038,0.584322754832463,0.933110315924827,0.37349008149724
"SBS96U",0.0149185750137754,0.00378598579918688,0.153258852493389,0.0370065261289506,0.163584929723958,0.0068505546272426,0.0185782643693974,0.0971554741152708,0.0315445327563452,0.036273513042227,0.00915069848619732,0.0778534126443627,0.032048533986857,0.267294067836543,0.0683358575696542,0.0197030718796997,0.983823626091516,0.0406259302926071,0.0480548146307304,0.0302084466034218,0.294443434936068,0.511739176242002,0.0750152720691362
