"ex.sig","ref.sig","sim"
"ID83A","ID2",0.999467947879729
"ID83B","ID1",0.999781966876148
"ID83E","ID8",0.989616641649058
"ID83F","ID3",0.977095537079392
"ID83G","ID6",0.997582587028362
"ID83H","ID9",0.993634760920995
"ID83I","ID13",0.989348426883919
"ID83J","ID4",0.990177950101191
"ID83K","ID14",0.976557907048022
