Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K
DEL,C,1,0,0.00247466390253991,0,0.00320039815556152,0.00127783458110886,0.0259068348677829,0.0854674618691206,0.022356147672981,0.384811596274376,0.00267180861692387,0.00794063770094945,0.00277723217754101
DEL,C,1,1,2.69855915391304e-11,1.34720036077596e-05,0.000978295226400121,0.00727236557988795,0.0190145203936845,0.2379472617805,0.000994627699876814,0.100036472156644,0.00298870982984228,0.000101879230392212,5.46891977296694e-05
DEL,C,1,2,0,3.10381372825574e-10,0.00013850137591362,0.00773293087258935,4.74282213502875e-10,0.218746650516987,0.00388200433342718,0,0.00805889264098369,0.00135551644677321,5.12925342199821e-10
DEL,C,1,3,0.001634200939734,0.00138546745962454,0.0105467213701922,0.00870799422031269,0.00490183755056933,0.0767501369863749,2.56179712596349e-05,0.0102140667452477,0.00481960514094681,0.000649050057039244,0.000575205545269501
DEL,C,1,4,0.0025177021388663,0.000200599301379043,0.0127280832757243,0.000373913332659868,0.000364132290543596,0.0455843400210142,0.00162944521056488,0.0138944446202368,0.000827286395597186,0.00189999504887965,0.00139962012239266
DEL,C,1,5+,0.012276075235568,0.000866538925092755,0.0379547993000601,0.00098357935533626,0.00063204115108088,0.0268516364879906,0.000866533208463807,6.66967855434145e-05,0.000508796137128409,0.00186722377082333,0.00371606182074174
DEL,T,1,0,0.00365554228309487,0.000287832761751603,0.0302388045424596,0.144122481420636,0.0337648153305054,0.0210355288907886,0.000132514677754002,0.118694136142731,0.0501439841091633,0.00414659749629209,0.0168506046384573
DEL,T,1,1,0,9.2996815237445e-09,1.22048029421818e-07,0.0121618858109855,0.00300150025926925,0.00381883677853734,3.41897601788543e-06,0.00527701317894589,0.520312398523092,0.00171113374002962,2.80220030113298e-08
DEL,T,1,2,0.00559702779049985,1.42790890272522e-05,0.0150248751643332,0.173302736654878,0.00275122071254286,0.000645583584540726,0.00786678748670965,0.092082243040204,0.0361453922348173,0.00162765680464092,0.00547956238267943
DEL,T,1,3,0.0137125991016608,0.000839811439691927,0.058359552030297,0.118268992528319,0.00166216955734571,0.001027481863278,0.0192752542346716,0.115616921782494,0.0663295358905816,0.00321420363740799,0.0130191994411871
DEL,T,1,4,0.0246283931672296,0.000153656150536321,0.194134260434657,0.0728708802908659,0.00164342168020085,0.000595585678926214,0.0130411798192654,0.0977722727134824,0.0116479259648791,0.00186487725413089,0.0098995123734494
DEL,T,1,5+,0.882836536169052,0.000396481838877834,0.0225004350632806,0.0144269120882654,0.000278936050094444,0.000483305242516198,0.00013247039940797,0.00332718470857032,0.00152492512926513,0.000455457510186724,0.0588051353031551
INS,C,1,0,4.20389539297445e-47,4.27209171367444e-10,1.06211976935745e-09,4.03190124976034e-08,1.41912312247936e-07,1.3193463559498e-07,1.01424722201482e-08,2.62208777144224e-07,4.78305551712701e-08,8.43076203704991e-08,0.55311205804348
INS,C,1,1,0.000167549452373505,7.55453201876422e-06,0.00333514845746621,0.0115673810371663,0.00208136269764509,0.00327322778233793,0.00140928631415591,0,0.000776542410330876,3.35686824837467e-05,0.0149615720659494
INS,C,1,2,1.29573233675728e-05,1.26275047206081e-06,0.00197657447999072,0.00915360432118177,0.00168914481577668,0.00307056750520133,4.63252666122571e-06,1.16357557398317e-05,0.00138699077560183,3.52703988424441e-05,0.000500088337284979
INS,C,1,3,0.000268282865338421,0.000586077448133437,0.00355966614208651,0.00134344661643849,4.22916419074681e-05,0.00848870130255818,3.28888268086303e-08,5.02821975940648e-06,0.000145280895490743,0.000685336391397868,0.00078310251396033
INS,C,1,4,0.0019867804965179,0.000759533018169922,0.0121928004778204,7.87009407395089e-05,1.5443614720534e-05,0.00837365304119885,0.000186297036316319,8.48750534714782e-05,1.23709117906401e-05,0,0.000742681344781886
INS,C,1,5+,0.00427468367988004,0.0144556130785173,0.0867459008784499,0.00455318631604314,0.00453990697860718,0.00786391965579242,0,7.79925976530649e-06,0,0.000362087191015235,0.0020700080257679
INS,T,1,0,0.00063013549376959,0.00184994883195031,0.0079157351608041,0.000142470330465585,0.00289105821400881,0.018342482149601,0.00653894143993966,0.0132799700368196,0.0307092416007072,0.00402850320097059,0.0403246634081006
INS,T,1,1,2.27210090741892e-10,4.73110164532775e-07,0.00612814672291279,0.0203042935952544,0.00391636988319306,0.0629610522463918,8.69358483185026e-05,0.00653186457231641,0.00683092020859477,0.000323923417027494,0.00290817775530741
INS,T,1,2,0.000264074003685904,4.34256194639437e-06,0.00597592416279355,0.0455496348813176,0.000121290509311933,0.0537489856407046,0,2.97506601782516e-06,0.008306570785648,9.5671322196722e-06,0.00138592680348665
INS,T,1,3,0.000593882733133467,0.00265543434385108,0.0137494558969047,0.0306779807055136,0.000524904607249251,0.0305431936308742,3.20306790555297e-05,0.000101654062531928,0.0134419412491843,0.000306482666708234,0.00025456240544415
INS,T,1,4,0.00185813158921831,0.0118130429065786,0.0431131140515208,0.016716643711552,0.000258850768394894,0.00789535509888083,0.000396557473195571,0.00189750356927107,0.0112303314264864,0.000737976925444848,0.00504314354155213
INS,T,1,5+,0.00193399996516426,0.943146924376488,0.173694336564117,0.00169547282562741,0.00248827367990582,0.00257486060145295,0.00629174122324608,0.00423757383735472,0.00108926658691625,0.000956718218631528,0.149863250836188
DEL,repeats,2,0,1.10500827720764e-05,0.000127662406266302,0.000693667573914587,0.0243032466992736,0.00734139994252473,0.0086703228065744,9.43796654155449e-05,0.0125073493551463,0.0271272716415115,0.0947740245610476,0.000371443390540662
DEL,repeats,2,1,0.00226138040292426,3.18245607406659e-05,0.0077177123652864,0.0198783031664789,0.00781233289511874,0.0117234545107931,0.000211007280408981,0.000596603915606908,0.0070121636625845,0.202773671746254,0.00554255458526313
DEL,repeats,2,2,0.00133131849055644,0.000326566568364797,0.00443927902283349,0.00171154207739164,0.00013661771256011,0.0138144634570926,0.00156595357053448,5.86956870392896e-06,0.002371364509454,0.0476240603998303,0.00202322666184045
DEL,repeats,2,3,0.000944801731966436,0.000136902459660369,0.000676100718751885,1.71518932033358e-44,5.67121803760529e-05,0.00637749842833728,0.000349673440796323,6.04071899942937e-06,2.06586392596364e-05,0.0107965689338744,6.66896122225746e-05
DEL,repeats,2,4,0.000880006720835809,3.82553509098216e-06,0.000678413544828478,0.000654178453987697,0.000252548380257118,0.00330494098365307,0.000117059643057473,0.000164932202122827,5.38902554092173e-05,0.00337672693654895,0.000316645574757786
DEL,repeats,2,5+,1.84251508494881e-11,6.71533903151556e-09,0.000357508681989711,0.0198209712468088,0.000110938741911806,0.0018222609942763,4.01700352403722e-08,2.38969093402375e-10,0.0227172764417514,0.00101930648307015,2.45609347304665e-09
