Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K
INS,T,1,0,0.000613254383993346,0.00180922819214175,0.00744317042523636,0.000458843557862565,0.00353574738954194,0.0181944104563445,0.00650935313198715,0.0130522611364722,0.03008853928186,0.00376127188908868,0.0404736598208547
INS,T,1,1,6.8600492788562e-08,4.24302843559654e-07,0.00360243812203407,0.0208994906116277,0.00391493566596182,0.0639725371450186,8.65368142705947e-05,0.00676758932007942,0.0069662818601725,0.000322093890144401,0.00289735404425301
INS,T,1,2,0.000265351385672903,6.71300381593909e-07,0.00474480718301493,0.0457456611469388,0.000152357269190233,0.0546449794992805,0,0.000366158758074846,0.00887406550703609,0,0.00134828374546487
INS,T,1,3,0.000569248995519835,0.0025407555382117,0.0133999379849392,0.0307768836431205,0.000224588900227944,0.0311204710230231,4.11264898690208e-05,0.00027783957975771,0.0138500128220767,0.000310678505273998,0.000194771462911376
INS,T,1,4,0.00168082255502974,0.0114374722447246,0.042954106577381,0.0190051611978561,0.000344650084808488,0.00823697943706065,0.000416911929900513,0.00164505005925054,0.0115300562884659,0.000704361462780915,0.0050093797268346
INS,T,1,5+,0.00190399573636824,0.947005898952484,0.195033640842714,0.00229591423282644,0.00213207876039963,0.00211806648010923,0.00518422943609769,0.00411924690321238,0.0011101277165992,0.000753937939154347,0.146795754313395
DEL,repeats,2,0,6.62821945525139e-06,0.000120954576493537,0.000566888281704235,0.0238852142076939,0.00759152392391115,0.0087578578107059,4.16736703717409e-05,0.0123659800598398,0.0269652463437524,0.0950062203407288,0.000289153217559033
DEL,repeats,2,1,0.002296589986654,5.57330913040915e-05,0.00703577193125502,0.0195355610409752,0.00783546011894941,0.0117833882384002,0.000268380752097668,0.000554463231519895,0.00712510012323037,0.202014802396297,0.00534359265584499
DEL,repeats,2,2,0.00134311148140114,0.000322258817905199,0.00455659275097332,0.00160203658073442,6.48853310849518e-06,0.0135653746919706,0.00155674821988214,0.000151174996281184,0.00260044751106761,0.0469493642821908,0.00201294020866044
DEL,repeats,2,3,0.000935554995085113,0.000104328064553562,0.000777301693738082,3.2261933083646e-05,0,0.0063147694664076,0.000356395813978452,6.53897700976813e-05,0,0.0106424770317972,5.33680700267913e-05
DEL,repeats,2,4,0.000874579066585284,2.67901600207487e-06,0.000725153266432184,0.000672454147643293,0.000210180113863316,0.00323224077699706,0.000121324653164266,0.000188629338182748,5.87140173824429e-05,0.00336885213386267,0.0002847063635636
DEL,repeats,2,5+,1.48855150428062e-11,3.93640915197224e-09,0.000376789038403506,0.0237474906630814,0.000104368686579721,0.00135862443254228,5.37131422309387e-06,1.01563673027272e-10,0.0168952867294953,0.00116351902634371,4.09908740284237e-10
DEL,repeats,3,0,9.61293312457201e-06,9.74596045352882e-06,0.000215991357881649,0.0218593036822858,0.0143807004764676,0.00135669914263417,0.000675604904984475,0.00147384688374586,0.00882593879621709,0.0051549177756533,0.00139826271857601
DEL,repeats,3,1,0.00229245916974932,0.00196926184028956,0.0324367121758405,0.00220484975731692,3.99607674833691e-05,4.47270997635924e-06,0.00392125301761553,0.000596753992035931,4.95155594603602e-05,0.107499744072556,0.00427841684315354
DEL,repeats,3,2,0.00146028188552009,0.00032026020625947,0.0070415083898115,0.000336185522446613,9.0965090811112e-05,2.36126887102728e-06,0.000467704212078388,0.000443717352754902,0.000716720237796835,0.014562219530344,0.00153314955008682
DEL,repeats,3,3,0.000298648027037416,0.000143562508797626,0.00279959991981741,0.000594666672113817,0.000269922122397477,3.90375581631158e-05,0.000119974885574266,0.000178990913779788,0.000111920163740251,0.003786504433956,0.00032503761616681
DEL,repeats,3,4,8.00681542595383e-11,4.43146130346683e-09,0.000109144887495176,0.00737325740978122,2.78089408740828e-06,0.000105204284341829,7.54131262675761e-08,1.26431014990658e-09,0.00293730060466601,0.000521593476869384,5.02630470355009e-06
DEL,repeats,3,5+,1.35568397896524e-10,4.95744789830166e-09,0.000113008315878497,0.0103617144469172,2.46266458846511e-06,0.000478213474530209,2.16032365584873e-05,1.72722158353622e-09,0.00513835564513488,0.000423244584616604,2.11754003733855e-05
DEL,repeats,4,0,1.20860146806123e-06,3.66400225182401e-05,0.000173685178448846,0.0129644378274679,0.0074310402199626,0.000222846181695821,0.00232334720203653,0.000668523349613679,0.00759984119071305,0.00629167736507952,0.000194360145087558
DEL,repeats,4,1,0.0012758422222396,0.000164747817492166,0.00788689140637871,0.000301826684859782,0.000417557844230032,0.00105203114624601,0.00249013791559264,0.00219376809043752,4.87035212275178e-05,0.0589939603209496,7.38533715480116e-05
DEL,repeats,4,2,0.000475925837017712,1.00804056213377e-10,0.000135600563519493,2.67140398690913e-11,4.45788923713053e-07,0,0.000497023565549171,1.959662381726e-05,1.11329137091776e-05,0.0114269609749317,0.00036413058063772
DEL,repeats,4,3,2.63188200544384e-08,2.7125182000546e-09,6.79885249038037e-05,0.00377249178476632,1.54336201666805e-05,0.000194119954370424,0.000106311093016562,3.79205863154652e-09,0.0031409448941352,0.00379437192343175,1.81542617675445e-06
DEL,repeats,4,4,2.40663458606072e-11,3.03406542867075e-08,3.83716834374337e-05,0.0052196153672412,0.000141714557761965,0.000336403870114326,9.29399068049008e-06,0,0.00342881374963895,0.000141662447948514,0
DEL,repeats,4,5+,0.00011188970354207,1.50048086332966e-05,0.000595495071975165,0.0019860000256449,2.11258775379974e-06,7.31379638616847e-05,7.58430159087231e-05,1.6198276497903e-10,0.000604542405926623,0.000777431738388259,3.48554985837005e-05
DEL,repeats,5+,0,0,9.45559399667673e-10,0.000169629306765273,0.00819121886976063,0.311560526043177,0.00133914597111652,0.0126036450718631,0.000240166534805528,0.017079636283889,0.00215995766314109,0.000638787044364631
DEL,repeats,5+,1,0.00324830785160884,5.29728883288672e-07,0.000992472877189279,1.73991531482898e-06,2.01516406377777e-06,0,0.00753225199412555,0.000127494832243258,0.000834118572329317,0.0129041572846472,0.000217438360524662
DEL,repeats,5+,2,0.000358783115334518,7.07604959188757e-05,0.000863337985865928,0.000296298638448205,0.000315409673875706,1.99745499890014e-05,0.000440482836711453,4.12481272860532e-05,0.000225223410993585,0.00280741716735065,0
DEL,repeats,5+,3,9.02630709182915e-05,4.0452858645379e-06,0.000401688079223774,0.000289436711682356,8.08092554507311e-07,1.83895790291992e-05,0.000179256487790553,7.36776553398149e-05,7.01295689833614e-05,0.00094871283887187,7.35684717551521e-05
DEL,repeats,5+,4,5.13086991403577e-05,1.11030908012483e-06,0.000335405123374137,6.99989112462199e-05,2.20924533778089e-09,3.69079303436592e-05,7.70464935292736e-05,4.02418709226193e-05,4.26977224227398e-05,0.000116891036083668,7.12468853635078e-06
DEL,repeats,5+,5+,4.35822039662526e-05,1.25807047217847e-05,4.98753880209701e-05,0.000868508879029832,8.60975345489123e-07,5.36282961910217e-06,0,3.1463795587747e-05,0.000431106779353385,0.000122381559413043,3.04264423903078e-05
INS,repeats,2,0,0.00014467882223471,0.000497859202878317,0.00139191463778843,0.0060518165724352,0.00188311271194834,0.00228303508134559,0.00196815125294961,0.000778738879027969,0.0111472625262104,0.000841587506656651,0.0268404604308307
INS,repeats,2,1,0.00019052276511502,1.62490901308887e-05,0.000409887985111244,0.0267302701901644,0.00126449121918995,0.00284885352943093,6.97693539041211e-05,0.00130894683717884,0.00768221013364382,0.000262414050380662,8.22838374006096e-06
INS,repeats,2,2,0.000809450184824527,0.000163737599341403,0.00220272901063891,0.0103256175207207,0.000266073720818479,0.0012724907026859,0.000393349608129938,0.000436378909071209,0.00262596219319676,1.29330396163851e-05,0.00116527864709497
INS,repeats,2,3,0.000296696730897565,0.000353986149666525,0.00217253567810985,0.00141277649381664,0.000258603651750491,0.000878380185022252,0.000369285682627378,0.000416843961329626,0.000973217763239518,0.000249553775702225,0.000972599363303743
INS,repeats,2,4,0.00147408859236748,0.00170186419411039,0.0113794304897601,0.000698878133151198,1.26438697589038e-05,0.000222939101213342,3.65091165349886e-05,5.79233669718526e-05,3.14292566417862e-05,8.31564741793045e-05,0.00382049122359604
INS,repeats,2,5+,0.00862196136663121,0.00743022473534065,0.116753846476786,0.00428541959446109,0.000187631564956385,0,1.57159229979698e-05,2.44154090709614e-05,0.000274772431213962,1.22653465223266e-05,6.65146323444788e-05
INS,repeats,3,0,1.1465490192677e-05,4.50614448235824e-05,0.000165102502760488,0.00564476208848646,0.000343377753279128,0.000147217252024348,0.00102457188360859,0.000491166220702631,0.00137879336092738,0.00012594535446695,0.00805892811156809
INS,repeats,3,1,0.000781611209913535,0.000190378896127259,0.0039116794941674,0.00744105483405292,0.000377165377758502,0.000354877744663895,5.60888985637575e-05,0.000576884357306088,0.0054122591461055,0.00042639246498795,0.00309899756452069
INS,repeats,3,2,0.00013177369180994,2.96648156115272e-05,0.000523927378071926,0.00190448225243017,1.10960962047102e-06,0.000117959888866608,0.000815534560824744,4.07294020988047e-06,0.000566553045418914,0.00110834088525735,0.000264874103413604
INS,repeats,3,3,1.31352808090912e-05,0.000114739243372242,0.000358789278451629,2.27620352789337e-06,1.86870841917279e-05,1.27460916019118e-06,0.00031521137963864,2.10574227185134e-05,7.26307580108454e-05,9.25032682062094e-07,0.000273469803520357
INS,repeats,3,4,8.68135381485402e-05,6.68422267444808e-05,0.000598596791207444,5.07914193198644e-05,8.40825697946457e-05,1.88964423932703e-05,0.000159607269579283,4.14801515580621e-05,1.31933673401363e-06,0.000117465043313132,0.000919288308941759
INS,repeats,3,5+,0.00165062804386253,0.000608284871338825,0.00786155139780021,0.000284237957614599,2.93251432182728e-05,6.16674915363547e-06,9.20799969605923e-11,5.18909550973667e-06,1.13022327423096e-05,0,0.00208454783307388
INS,repeats,4,0,2.10124682101309e-05,1.0463614280809e-07,2.08927907442558e-05,0.00283819680800661,0.00063407409703359,4.77139031488083e-05,0.00172560996841639,2.88750648905989e-06,0.00235066535504302,0.000452432590063836,0.00532944669947028
INS,repeats,4,1,0.00072786561590189,0.000301352041722705,0.00636222609318793,0.00399023230420426,0.000683165132231807,4.4131899921922e-05,0.000672477806292591,0.000895177401353067,0.00529867655830458,0.00156075652645086,0.00191586031811312
INS,repeats,4,2,3.04168870916222e-06,3.458892572894e-05,0.000115603638869626,0.000407525142709346,0.000144336481325809,0.00012038613850596,0.000439446452801349,2.45855360844871e-05,0.000136279208976191,3.020161452468e-05,6.20727502519003e-05
INS,repeats,4,3,0.000259051956963958,4.83040790734912e-05,0.000169766064500608,1.39849824492444e-06,0,6.39653410871688e-06,0.000389776788069867,1.21301578928978e-06,0,5.75734986705356e-05,0.000840228293964174
INS,repeats,4,4,0.000105363197096615,0.000320728181104641,0.000920966200422434,6.66768779956328e-05,0.000108764061533293,1.25360164929589e-06,1.66408190722223e-06,0.000155368665453245,2.56904483921971e-05,0.000284162011230364,0.00146751746127848
INS,repeats,4,5+,0.00162963084243529,0.000421273184596912,0.00823159920109902,0.000736072936851997,0.000951067093410529,1.80338703345464e-06,2.87971167472278e-05,0,0.000831598335062154,3.99046387416929e-05,0.000172174314769542
INS,repeats,5+,0,0,2.04419672406031e-08,7.70483965507507e-05,0.00459725508466363,1.02924852399156e-05,0.000209321433339937,0.00889200186356902,1.57992850507327e-06,0.00476726012537256,4.97390051064173e-05,0.00291818469529972
INS,repeats,5+,1,1.78375609822965e-05,0.00151241802435834,0.00233154961250281,0.00159961773635587,0.0114835485909134,0.000316094816250541,0.00576978461816907,0.00114952952361013,0.0146770177595317,0.00208270995033672,0.0257728481478989
INS,repeats,5+,2,4.69077946948504e-06,0.000185348031821064,0.000507507623843768,0.000369855229946552,1.13402453928302e-05,1.15146886946604e-05,0.00132578181568533,1.0608019256324e-05,0.000276552004543191,3.28822412143381e-05,0.000533611409045989
INS,repeats,5+,3,6.0935748493474e-05,0.000168410774460469,0.000796300881398664,0.000306139132153476,3.86531033329035e-05,6.06916917013223e-05,4.65331440207706e-05,0.000147331702938476,2.79539988696345e-05,6.40846247716542e-06,8.8005360707939e-05
INS,repeats,5+,4,5.59745201637513e-06,0.000180925025815668,0.000366680624356016,0.0002580532788852,1.26198033496072e-05,9.74805511305021e-06,1.61609997769574e-05,0.00012215276719658,3.14756683110318e-05,0,1.74207183901814e-05
INS,repeats,5+,5+,4.65529256948649e-05,0.0001389709797877,0.000612062633490496,0.000875022770487703,0.000381648070469964,6.16632303236637e-05,2.06474001897661e-06,6.45529370501663e-06,0.000223009856244971,0,1.13141495603486e-07
DEL,MH,2,1,1.76268903482324e-06,7.21938529832242e-06,0.000372250625607763,0.0251589358859792,0.000179573360463827,0.0100175736099482,1.05874987639254e-07,0.000215038346359506,0.0130298868659884,0.21364380761981,0.00125237051250224
DEL,MH,3,1,1.10769468959032e-06,5.67124094708438e-06,0.00018008173481304,0.0131535470334347,0.0121789011079818,0.00143688185547944,0.000870738875964889,0.00127566027622379,0.0117641691453173,0.00631249697878957,0.00131609886157094
DEL,MH,3,2,0.00160587350937069,0.000713104541209941,0.0136768770578783,0.0106971483118832,0.0030505566962529,0.000555951683018066,0.00387853806372732,0.000181841084778564,0.00201572269579628,0.0432321295514703,0.00333760599722154
DEL,MH,4,1,2.21820450177911e-05,2.73830180276491e-05,0.000416833250571418,0.0117268314037938,0.00561169046908617,0.000152864245000627,0.00255513711250387,0.00184605808550259,0.00341025377434562,0.0130100257415324,0
DEL,MH,4,2,0.000482516420888715,4.37894564354377e-05,0.000543314887601,0.00667374538024887,0.000731480942085909,0.000301739396742651,0.00960564633365721,0.00151712843413407,0.00131387546337237,0.0319705788046122,0.000572460780240363
DEL,MH,4,3,0.000399450196500304,1.45970561788999e-07,0.00139881433460119,0.00211050667101517,7.059182923401e-05,9.83873309451155e-06,0.00499137095641345,0.00115810462856189,0.000233438850949619,0.0491885206103325,0.00132353286200669
DEL,MH,5+,1,0.00054500779544469,4.83568962650338e-11,0.000257897085456298,7.11625573023184e-05,0.350317148864269,0.000167374693192461,0.0672768939658999,3.9455461622282e-05,0.0010123611839493,0.000138699879760018,0.00166443945112092
DEL,MH,5+,2,1.60601868051748e-08,1.52079368909153e-08,6.17800368699993e-05,0.00140912010572183,0.117518363408744,0.00128060659335461,0.27163076788187,8.48895643421659e-06,0.00357501062175132,3.14359329378531e-06,0.00154749081790214
DEL,MH,5+,3,3.73853644600013e-10,4.91375360844874e-09,6.04905122408139e-05,0.00422783816233277,0.0216381258331239,0.00067835463409339,0.244558452218771,4.43962651379343e-06,0.000701247978212295,0.000388093081964023,5.29784016436885e-05
DEL,MH,5+,4,0.000389417006736039,4.62521456938703e-07,0.000191805523162101,0.000636342050513875,0.000168966131246099,0.00104206207193783,0.139087759777904,1.13589262466007e-05,0.000130960587412119,0.00352218691143207,7.09418331532596e-07
DEL,MH,5+,5+,0.00211019601207227,0.000155135392942611,0.00428384543425636,0.000150931579992175,0.00036102688974716,0,0.112833453267813,0,0.00558007913671152,0.000454012999389306,0.000757280545031815
