"ex.sig","ref.sig","sim"
"ID83A","ID2",0.999437838485884
"ID83B","ID1",0.99981446890053
"ID83E","ID8",0.98918920065076
"ID83F","ID3",0.976568682155921
"ID83G","ID6",0.997121567866847
"ID83H","ID9",0.993743538618721
"ID83I","ID13",0.989098984143952
"ID83J","ID4",0.990198836076796
"ID83K","ID14",0.978638581748827
