"ex.sig","ref.sig","sim"
"ID83A","ID2",0.999423196497066
"ID83B","ID1",0.999814721342957
"ID83E","ID8",0.989208938720454
"ID83F","ID3",0.976269243372294
"ID83G","ID6",0.997367705863667
"ID83H","ID9",0.993822401364877
"ID83I","ID13",0.989290756592034
"ID83J","ID4",0.990190572076727
"ID83K","ID14",0.977821179285461
